Date	Air temperature	Underground temperature	Fuel temperature (start of day)	Fuel volume (start of day)	Amount of sales	Supplier name	Driver name	Refill volume	Refill temperature	Fuel temperature (end of day)	Fuel volume (end of day)
2000-1-1	3.047196305469464	13.42676801834201	13.42676801834201	15.393804002589984	0.8733520861658871	 	 	0.0	3.047196305469464	13.42676801834201	14.520451916424097	
2000-1-2	2.385110719176738	13.385054831638886	13.42056719850217	14.520451916424097	0.8629818948312615	 	 	0.0	2.385110719176738	13.42056719850217	13.657470021592832	
2000-1-3	4.231043392407959	13.342720206958067	13.408246602307191	13.657470021592832	0.5594426137389389	 	 	0.0	4.231043392407959	13.408246602307191	13.098027407853893	
2000-1-4	4.30344041795883	13.299776620507759	13.390328385194053	13.09802740785389	0.8395990609587906	 	 	0.0	4.30344041795883	13.390328385194055	12.2584283468951	
2000-1-5	1.6757519485667467	13.256236727959998	13.366621145474761	12.2584283468951	0.9608015077514495	 	 	0.0	1.6757519485667467	13.366621145474761	11.29762683914365	
2000-1-6	1.806583594741526	13.212113360720965	13.33691555448531	11.29762683914365	0.9933477260165969	 	 	0.0	1.806583594741526	13.33691555448531	10.304279113127054	
2000-1-7	2.591461194926289	13.167419522149507	13.3010892739837	10.304279113127054	0.8092143045885329	 	 	0.0	2.591461194926289	13.3010892739837	9.49506480853852	
2000-1-8	2.8477545701436675	13.122168383724995	13.25993916166308	9.49506480853852	0.8884683233899064	 	 	0.0	2.8477545701436675	13.25993916166308	8.606596485148614	
2000-1-9	2.5169027762106086	13.076373281165623	13.213199529527502	8.606596485148614	0.5816107568794058	 	 	0.0	2.5169027762106086	13.213199529527502	8.02498572826921	
2000-1-10	4.543461706276303	13.030047710498312	13.163050429642816	8.02498572826921	0.7980245312429688	 	 	0.0	4.543461706276303	13.163050429642814	7.226961197026239	
2000-1-11	4.175111407648279	12.983205324081368	13.108125057761466	7.226961197026239	0.7598813834726612	 	 	0.0	4.175111407648279	13.108125057761466	6.152920548194599	
2000-1-12	2.1364204084769614	12.935859926581074	13.049020916290205	6.152920548194599	0.859429414387127	 	 	0.0	2.1364204084769614	13.049020916290205	5.293491133807472	
2000-1-13	4.385801545602096	12.888025470903386	12.984819507244538	5.293491133807472	0.5689830091019994	 	 	0.0	4.385801545602096	12.984819507244538	4.724508124705473	
2000-1-14	3.6206462341908394	12.839716054081949	12.919991427922824	4.724508124705473	0.5947938222958181	 	 	0.0	3.6206462341908394	12.919991427922824	4.1297143024096545	
2000-1-15	4.291930790187273	12.79094591312364	12.854038594328747	4.1297143024096545	0.7026252616025863	Pristine Petroleum	Earl	11.309733552923255	4.291930790187273	6.301344631577273	14.916977867167754	
2000-1-16	2.770501056791629	12.741729420812847	7.225374998535431	14.916977867167754	0.5094869761541995	 	 	0.0	2.770501056791629	7.225374998535431	14.407490891013556	
2000-1-17	0.6911051560985761	12.692081081475761	8.038895369721473	14.407490891013556	0.606833082013027	 	 	0.0	0.6911051560985761	8.038895369721473	13.800657809000526	
2000-1-18	0.9017444827548139	12.642015526705862	8.755371734261516	13.800657809000526	0.6190661460973216	 	 	0.0	0.9017444827548139	8.755371734261516	13.181591662903205	
2000-1-19	5.441912975834416	12.591547511051944	9.38169889266718	13.181591662903205	0.6632771100411109	 	 	0.0	5.441912975834416	9.38169889266718	12.518314552862096	
2000-1-20	3.5067490252829763	12.540691907669864	9.925873360938256	12.518314552862096	0.878552579430437	 	 	0.0	3.5067490252829763	9.925873360938256	11.639761973431659	
2000-1-21	3.235194272260525	12.48946370393936	10.402027527295033	11.639761973431659	0.8447918308561321	 	 	0.0	3.235194272260525	10.402027527295033	10.794970142575528	
2000-1-22	5.122537905390563	12.437877997047211	10.810856428083172	10.794970142575528	0.9075788977713842	 	 	0.0	5.122537905390563	10.810856428083172	9.887391244804144	
2000-1-23	1.770909979585279	12.38594998953801	11.157302957753078	9.887391244804144	0.5042317899714537	 	 	0.0	1.770909979585279	11.157302957753078	9.38315945483269	
2000-1-24	5.962689448476708	12.333694984833919	11.430545822786337	9.38315945483269	0.7193812505347797	 	 	0.0	5.962689448476708	11.430545822786337	8.66377820429791	
2000-1-25	1.872298598390639	12.281128382724672	11.645199493372273	8.66377820429791	0.6324457966772666	 	 	0.0	1.872298598390639	11.645199493372273	8.031332407620646	
2000-1-26	2.784837801085054	12.228265674829185	11.804439466246585	8.031332407620644	0.8906954065440577	 	 	0.0	2.784837801085054	11.804439466246585	7.140637001076586	
2000-1-27	4.158678936462702	12.175122440030117	11.91890522838218	7.140637001076586	0.9075796507341791	 	 	0.0	4.158678936462702	11.91890522838218	5.918898084983426	
2000-1-28	0.5685089777106116	12.121714339882685	11.991144226706417	5.918898084983426	0.6485294750041899	 	 	0.0	0.5685089777106116	11.991144226706417	5.270368609979236	
2000-1-29	4.680155163743338	12.068057113999142	12.021913571645005	5.270368609979236	0.7890362891000336	 	 	0.0	4.680155163743338	12.021913571645005	4.481332320879202	
2000-1-30	6.410687219725549	12.014166575410242	12.01826854058148	4.481332320879202	0.5230858878342824	 	 	0.0	6.410687219725549	12.01826854058148	3.9582464330449194	
2000-1-31	2.903577996461927	11.96005860590506	11.987260983206001	3.9582464330449194	0.8155506431308007	Dodgy Diesel	Trevor	11.309733552923255	2.903577996461927	4.899710211861426	14.61544254665794	
2000-2-1	2.835614350878307	11.90574915135056	5.924498430747214	14.61544254665794	0.8139220071489167	 	 	0.0	2.835614350878307	5.924498430747214	13.801520539509026	
